ind,text,suspicion.score,group,common
238,with recent tensions rekindled by the kathleen soliah trial and the upcoming trial of sla members emily and william harris  not to mention sept . 11  its difficult these days to appreciate fire's bright side .,3,orig,TRUE
239,with recent tensions rekindled by the kathleen soliah trial and the upcoming trial of sla members emily and william harris  not to mention sept . 11  its dious these days to appreciate fire's bright side .,2,bae,TRUE
240,with recent tensions rekindled by the kathleen soliah trial and the upcoming trial of sla members emily and william harris  not to mention sept . 11  its dofficult these days to appreciate fire's bright side .,4,pruthi,TRUE
241,with recent tensions rekindled by the kathleen soliah trial and the upcoming trial of sla members emily and william harris  not to mention sept . 11  its hard these days to appreciate fire's bright side .,2,textfooler,TRUE
242,with recent tensions rekindled by the kathleen soliah trial and the upcoming trial of sla members emily and william harris  not to mention sept . 11  its uphill these days to appreciate fire's bright side .,3,alzantot,TRUE
243,with so d bad romances out there  this is the kind of movie that deserves a cademia to shine .,4,bae,TRUE
244,with so many bad romances out there  this is the kind of movie that desegves a chance to shine .,2,pruthi,TRUE
245,with so many bad romances out there  this is the kind of movie that deserves a chance to gloss .,3,alzantot,TRUE
246,with so many bad romances out there  this is the kind of movie that deserves a chance to shine .,1,orig,TRUE
247,with so many bad romances out there  this is the kind of theatres that deserves a might to shine .,5,textfooler,TRUE
248,with spy kids 2 : the island of lost dreams writer/director/producer robert rodriguez has cobbled together a film that believe like a sugar high gone awry .,4,textfooler,TRUE
249,with spy kids 2 : the island of lost dreams writer/director/producer robert rodriguez has cobbled together a film that feels like a sugar high gone awry .,3,orig,TRUE
250,with spy kids 2 : the island of lost dreams writer/director/producer robert rodriguez has cobbled together a film that ferls like a sugar high gone awry .,2,pruthi,TRUE
251,with spy kids 2 : the island of lost dreams writer/director/producer robert rodriguez has cobbled together a film that odies like a sugar high gone awry .,3,bae,TRUE
252,with the dog days of august upon us  believe of this dog of a cinema as the cinematic equivalent of higher humidity .,1,alzantot,TRUE
253,with the dog days of august upon us  think of this dog of a movie as the cinematic counterpart of high humidity .,2,textfooler,TRUE
254,with the dog days of august upon us  think of this dog of a movie as the cinematic equivalent of high humidity .,1,orig,TRUE
255,with the dog days of august upon us  think of this dog of a movie as the cinematic equivalnt of high humidity .,3,pruthi,TRUE
256,with the dog days of august upon us  think of this dog of a movie as the cinematic ifier of high humidity .,2,bae,TRUE
257,witherspoon puts to rest her valley-girl image  but it's dench who actually steals the show .,2,textfooler,TRUE
258,witherspoon puts to rest her valley-girl image  but it's dench who rdally steals the show .,1,pruthi,TRUE
259,witherspoon puts to rest her valley-girl image  but it's dench who really robs the show .,1,alzantot,TRUE
260,witherspoon puts to rest her valley-girl image  but it's dench who really steals the show .,1,orig,TRUE
261,witherspoon puts to rest her valley-girl image  but it's dench who so steals the show .,2,bae,TRUE
262,without resorting to hyperbole  i can state that kissing jessica stein may be the best same-sex romance i have seen .,1,orig,TRUE
263,without resorting to hyperbole  i can state that kissing jessica stein may be the bset same-sex romance i have seen .,1,pruthi,TRUE
264,without resorting to hyperbole  i can state that kissing jessica stein may be the strictest same-sex romance i have seen .,3,textfooler,TRUE
265,without resorting to hyperbole  i can state that kissing jessica stein may be the thical same-sex romance i have seen .,1,bae,TRUE
266,without resorting to hyperbole  i can state that shag ashley stein may be the higher same-sex romance i have seen .,5,alzantot,TRUE
267,witty and often surprising  a dark little morality tale disguised as a romantic comedy .,1,orig,TRUE
268,witty and often surprising  a gloomy little morality tale disguised as a romantic comedy .,2,alzantot,TRUE
269,works on the ing level as its larger themes get lost in the murk of its own making,5,bae,TRUE
270,works on the whodunit level as its larger themes get lnost in the murk of its own making,4,pruthi,TRUE
271,works on the whodunit level as its larger themes get lost in the murk of its own making,3,orig,TRUE
272,works on the whodunit level as its larger themes get outof in the murk of its own making,3,textfooler,TRUE
273,worthess  from its pseudo-rock-video opening to the idiocy of its last frames .,2,pruthi,TRUE
274,worthless  from its pseudo-rock-video opening to the idiocy of its last frames .,2,orig,TRUE
275,would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character  melanie carmichael  with a massive infusion of old-fashioned hollywood magic .,5,orig,TRUE
276,would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character  melanie carmichael  with a massive infuxion of old-fashioned hollywood magic .,2,pruthi,TRUE
277,would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character  melanie carmichael  with a massive intravenously of old-fashioned hollywood hallucinogenic .,1,textfooler,TRUE
278,would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her unadulterated fantasy character  melanie carmichael  with a gargantuan infusion of old-fashioned hollywood sorcery .,2,alzantot,TRUE
279,would be an unendurable viewing s for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on ing to inject her pure fantasy character  melanie carmichael  with a massive infusion of old-fashioned hollywood ers .,1,bae,TRUE
280,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's agency ? if you answered yes  by all means enjoys the newest guy .,3,alzantot,TRUE
281,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes  by all means enjoy the new guy .,2,orig,TRUE
282,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes  by all means ennoy the new guy .,3,pruthi,TRUE
283,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes  by all means have the new guy .,3,textfooler,TRUE
