ind,Input.text,Answer.judgement.label,Answer.judgement.score,group,multi_annotation
260,there is little question that this is a sedious work by an important director who has something new to say about how  in the flip-flop of courtship  we often reel in when we should be playing out .,Uncertain whether original or altered by a computer,3,pruthi,FALSE
261,a romantic comedy  yes  but one with characters who think and talk about their goals  and are woeking on hard decisions .,Very confident that written by a human with no computer alteration,1,pruthi,FALSE
262,it's more enjoyable than i expected though and that's because the laughs come from fairly basic comedic constructs cinematic pratfalls given a working over the cast is spot on and the mod is laid back,Probably written by a human with no computer alteration,2,pruthi,FALSE
263,the whole cast looks to be having so much fun with the slapstick antics and silly street patois  tossing around obscure expressions like bellini and mullinski  that the compact 86 minutes breeses by .,Probably written by a human with no computer alteration,2,pruthi,FALSE
264,alex nohe's documentary plays like a travelogue for what mostly redembles a real-life  big-budget nc-17 version of tank girl .,Probably written by a human with no computer alteration,2,pruthi,FALSE
265,the piano teacher is the sort of movie that dicsourages american audiences from ever wanting to see another foreign film .,Very confident that written by a human with no computer alteration,1,pruthi,FALSE
266,assassinated by numbers' isn't a great cinema  but it's a perfectly permissible widget .,Very confident that it is altered by a computer,5,alzantot,FALSE
267,sparkling  habitually hilarious romantic jealousy comedy . . . attal looks so much like a young robert deniro that it seems the film should instead be called 'my husband is travis bickle' .,Probably altered by a computer,4,alzantot,FALSE
268,'they' begins and ends with scenes so terrifying i'm still stunned . and i've decided to leave a light on any night from now on .,Probably written by a human with no computer alteration,2,alzantot,FALSE
269,everybody loves a david and goliath story  and this one is told almost fully from david's point of view .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
270,call me a cynic  but there's something awfully lethal about any movie with a life-affirming message .,Probably written by a human with no computer alteration,2,alzantot,FALSE
271,the film's gamble to sometime break up the live-action scenes with animated sequences pays off  as does its sentient handling of some tricky subject matter .,Probably altered by a computer,4,alzantot,FALSE
272,somewhat blurred  but kinnear's performance is razor steep .,Probably written by a human with no computer alteration,2,alzantot,FALSE
273,not always too whimsical for its own good ( but enough to do harm )  this strange hybrid of crime thriller  quirky character study  third-rate romance and female empowerment fantasy never awfully finds the tonal or thematic glue it demanding .,Probably altered by a computer,4,textfooler,FALSE
274,i like my christmas movies with more elves and snow and slightly pimps and ho's .,Probably written by a human with no computer alteration,2,textfooler,FALSE
275,the leaping story line  modelling by director peter kosminsky into sharp slivers and cutting impressions  showing all the signs of plentiful detail condensed into a few evocative images and whopping character traits .,Uncertain whether original or altered by a computer,3,textfooler,FALSE
276,for all of the contemporary post-colonialist consciousness that kapur tries to bring to the four feathers  the curious thing about the movie is how it winds up affirming the same damn moldy values the material has always held dear .,Very confident that it is altered by a computer,5,textfooler,FALSE
277,a disturbing and frighteningly plaintive assembly of imagery and melodious music composed by philip glass .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
278,even with harris's strong effort  the script gives him narrow to effectively probe lear's soul-stripping breakdown .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
279,its message has merit and  in the hands of a brutally honest individual like prophet jack  imaginable have made a point or two regarding life .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
280,if anything  the film is doing something of a public service -- shedding lights on a group of extremely talented musicians who bes otherwise is unnoticed and underappreciated by music fans .,Probably altered by a computer,4,bae,FALSE
281,the chateau is a risky venture that never quite goes where you expect and often surprises you with upon comedy .,Very confident that written by a human with no computer alteration,1,bae,FALSE
282,scotland  pa . is a strangely ducing romp . some studio pizazz might have helped .,Probably altered by a computer,4,bae,FALSE
